Starttime,Stoptime
8/11/2015 19:00,8/11/2015 19:25
8/11/2015 19:00,8/11/2015 19:03
8/11/2015 19:01,8/11/2015 20:53
8/11/2015 19:01,8/11/2015 20:54
8/11/2015 19:05,8/11/2015 19:42
8/11/2015 19:08,8/11/2015 19:20
8/11/2015 19:08,8/11/2015 21:07
8/11/2015 19:09,8/11/2015 19:11
8/11/2015 19:11,8/11/2015 19:34
8/11/2015 19:11,8/11/2015 19:19
8/11/2015 19:12,8/11/2015 20:31
8/11/2015 19:12,8/11/2015 20:02
8/11/2015 19:12,8/11/2015 20:23
8/11/2015 19:13,8/11/2015 19:20
8/11/2015 19:13,8/11/2015 19:35
8/11/2015 19:14,8/11/2015 20:53
8/11/2015 19:14,8/11/2015 20:36
8/11/2015 19:15,8/11/2015 20:52
8/11/2015 19:15,8/11/2015 20:52
8/11/2015 19:16,8/11/2015 19:38
8/11/2015 19:19,8/11/2015 19:30
8/11/2015 19:19,8/11/2015 20:44
8/11/2015 19:20,8/11/2015 19:24
8/11/2015 19:21,8/12/2015 10:49
8/11/2015 19:21,8/11/2015 20:43
8/11/2015 19:22,8/11/2015 19:50
8/11/2015 19:22,8/11/2015 19:42
8/11/2015 19:23,8/11/2015 19:42
8/11/2015 19:26,8/11/2015 20:19
8/11/2015 19:26,8/11/2015 20:08
8/11/2015 19:27,8/11/2015 20:26
8/11/2015 19:27,8/11/2015 20:08
8/11/2015 19:29,8/11/2015 20:51
8/11/2015 19:30,8/11/2015 20:49
8/11/2015 19:36,8/11/2015 19:52
8/11/2015 19:44,8/11/2015 19:52
8/11/2015 19:46,8/11/2015 20:01
8/11/2015 19:46,8/11/2015 20:00
8/11/2015 19:47,8/11/2015 20:57
8/11/2015 19:47,8/11/2015 19:52
8/11/2015 19:48,8/11/2015 20:01
8/11/2015 19:50,8/11/2015 20:44
8/11/2015 19:50,8/11/2015 20:36
8/11/2015 19:51,8/11/2015 21:01
8/11/2015 19:52,8/11/2015 20:40
8/11/2015 19:52,8/11/2015 20:36
8/11/2015 19:52,8/11/2015 20:40
8/11/2015 19:53,8/11/2015 20:57
8/11/2015 19:53,8/11/2015 19:56
8/11/2015 19:54,8/11/2015 20:05
8/11/2015 19:54,8/11/2015 20:57
8/11/2015 19:57,8/11/2015 20:36
8/11/2015 19:59,8/11/2015 20:19
8/11/2015 20:02,8/11/2015 20:25
8/11/2015 20:07,8/11/2015 21:33
8/11/2015 20:07,8/11/2015 20:24
8/11/2015 20:08,8/11/2015 20:13
8/11/2015 20:08,8/11/2015 20:36
8/11/2015 20:10,8/11/2015 20:24
8/11/2015 20:11,8/11/2015 21:36
8/11/2015 20:12,8/11/2015 20:19
8/11/2015 20:17,8/11/2015 20:32
8/11/2015 20:20,8/11/2015 20:57
8/11/2015 20:22,8/11/2015 20:54
8/11/2015 20:22,8/11/2015 20:51
8/11/2015 20:22,8/11/2015 20:38
8/11/2015 20:23,8/11/2015 21:16
8/11/2015 20:24,8/11/2015 21:19
8/11/2015 20:27,8/11/2015 21:18
8/11/2015 20:27,8/11/2015 21:16
8/11/2015 20:28,8/11/2015 21:16
8/11/2015 20:29,8/11/2015 21:15
8/11/2015 20:31,8/11/2015 21:38
8/11/2015 20:32,8/11/2015 21:36
8/11/2015 20:33,8/11/2015 21:23
8/11/2015 20:33,8/11/2015 20:54
8/11/2015 20:33,8/11/2015 21:20
8/11/2015 20:33,8/11/2015 20:46
8/11/2015 20:34,8/11/2015 21:24
8/11/2015 20:34,8/11/2015 21:23
8/11/2015 20:38,8/11/2015 20:42
8/11/2015 20:40,8/11/2015 20:56
8/11/2015 20:42,8/11/2015 20:53
8/11/2015 20:44,8/12/2015 19:09
8/11/2015 20:48,8/11/2015 20:59
8/11/2015 20:48,8/11/2015 21:15
8/11/2015 20:50,8/11/2015 21:10
8/11/2015 20:50,8/11/2015 20:56
8/11/2015 20:50,8/11/2015 21:36
8/11/2015 20:53,8/11/2015 21:13
8/11/2015 20:53,8/11/2015 22:19
8/11/2015 20:54,8/11/2015 21:07
8/11/2015 20:57,8/11/2015 23:59
8/11/2015 20:58,8/11/2015 23:59
8/11/2015 20:58,8/12/2015 0:01
8/11/2015 20:58,8/11/2015 21:13
8/11/2015 20:59,8/12/2015 0:00
8/11/2015 21:03,8/11/2015 21:08
8/11/2015 21:08,8/11/2015 22:17
8/11/2015 21:10,8/11/2015 21:30
8/11/2015 21:26,8/11/2015 21:31
8/11/2015 21:32,8/11/2015 21:59
8/11/2015 21:32,8/11/2015 21:54
8/11/2015 21:34,8/11/2015 22:11
8/11/2015 21:42,8/11/2015 22:10
8/11/2015 21:42,8/11/2015 21:47
8/11/2015 21:50,8/11/2015 21:57
8/11/2015 21:51,8/11/2015 21:56
8/11/2015 21:55,8/11/2015 22:02
8/11/2015 21:56,8/11/2015 22:08
8/11/2015 21:58,8/11/2015 23:59
8/11/2015 21:58,8/11/2015 22:25
8/11/2015 22:29,8/11/2015 22:46
8/11/2015 22:29,8/11/2015 22:45
8/11/2015 22:35,8/11/2015 22:38
8/11/2015 22:37,8/11/2015 23:44
8/11/2015 22:41,8/11/2015 22:58
8/11/2015 22:45,8/11/2015 23:46
8/11/2015 22:51,8/11/2015 23:47
8/11/2015 23:05,8/11/2015 23:18
8/11/2015 23:19,8/11/2015 23:31
8/11/2015 23:27,8/11/2015 23:39
8/11/2015 23:31,8/12/2015 0:56
8/11/2015 23:32,8/12/2015 0:55
8/11/2015 23:35,8/11/2015 23:47
8/11/2015 23:35,8/11/2015 23:49
8/11/2015 23:35,8/11/2015 23:48
8/11/2015 23:36,8/11/2015 23:43
8/12/2015 0:00,8/12/2015 0:24
8/12/2015 0:02,8/12/2015 0:20
8/12/2015 0:21,8/13/2015 9:59
8/12/2015 1:00,8/12/2015 1:10
8/12/2015 2:44,8/12/2015 3:21
8/12/2015 4:27,8/12/2015 4:43
8/12/2015 5:23,8/12/2015 6:13
8/12/2015 5:37,8/12/2015 6:02
8/12/2015 5:43,8/12/2015 6:01
8/12/2015 5:58,8/12/2015 6:12
8/12/2015 5:58,8/12/2015 6:12
8/12/2015 6:00,8/12/2015 6:16
8/12/2015 6:40,8/12/2015 6:53
8/12/2015 6:46,8/12/2015 6:59
8/12/2015 7:18,8/12/2015 7:28
8/12/2015 7:24,8/12/2015 7:46
8/12/2015 7:24,8/12/2015 7:33
8/12/2015 7:26,8/12/2015 7:43
8/12/2015 7:27,8/12/2015 7:39
8/12/2015 7:36,8/12/2015 7:50
8/12/2015 7:44,8/12/2015 7:58
8/12/2015 7:47,8/12/2015 11:10
8/12/2015 7:54,8/12/2015 8:01
8/12/2015 7:54,8/12/2015 8:16
8/12/2015 7:58,8/12/2015 8:19
8/12/2015 7:59,8/12/2015 8:09
8/12/2015 8:04,8/12/2015 8:19
8/12/2015 8:07,8/12/2015 8:22
8/12/2015 8:08,8/12/2015 8:28
8/12/2015 8:10,8/12/2015 8:29
8/12/2015 8:14,8/12/2015 8:29
8/12/2015 8:16,8/12/2015 8:21
8/12/2015 8:20,8/12/2015 8:43
8/12/2015 8:23,8/12/2015 8:35
8/12/2015 8:27,8/12/2015 8:31
8/12/2015 8:31,8/12/2015 8:43
8/12/2015 8:35,8/12/2015 8:49
8/12/2015 8:36,8/12/2015 8:48
8/12/2015 8:37,8/12/2015 8:59
8/12/2015 8:45,8/12/2015 8:56
8/12/2015 8:48,8/12/2015 8:58
8/12/2015 8:48,8/12/2015 8:59
8/12/2015 8:50,8/12/2015 8:56
8/12/2015 8:51,8/12/2015 9:03
8/12/2015 8:55,8/12/2015 9:03
8/12/2015 9:02,8/12/2015 9:30
8/12/2015 9:04,8/12/2015 9:14
8/12/2015 9:07,8/12/2015 9:20
8/12/2015 9:08,8/12/2015 9:25
8/12/2015 9:08,8/12/2015 9:19
8/12/2015 9:11,8/12/2015 9:30
8/12/2015 9:13,8/12/2015 9:18
8/12/2015 9:13,8/12/2015 9:21
8/12/2015 9:14,8/12/2015 10:24
8/12/2015 9:14,8/12/2015 9:18
8/12/2015 9:15,8/12/2015 10:23
8/12/2015 9:15,8/12/2015 9:29
8/12/2015 9:20,8/12/2015 9:34
8/12/2015 9:42,8/12/2015 9:51
8/12/2015 9:42,8/12/2015 10:27
8/12/2015 9:58,8/12/2015 10:38
8/12/2015 9:58,8/12/2015 10:08
8/12/2015 10:00,8/12/2015 10:16
8/12/2015 10:01,8/12/2015 10:15
8/12/2015 10:02,8/12/2015 10:10
8/12/2015 10:05,8/12/2015 14:42
8/12/2015 10:07,8/12/2015 14:42
8/12/2015 10:28,8/12/2015 10:50
8/12/2015 10:34,8/12/2015 10:52
8/12/2015 10:35,8/12/2015 12:27
8/12/2015 10:38,8/12/2015 10:40
8/12/2015 10:45,8/12/2015 10:50
8/12/2015 10:47,8/12/2015 11:27
8/12/2015 10:47,8/12/2015 11:01
8/12/2015 10:49,8/12/2015 11:14
8/12/2015 10:51,8/12/2015 10:54
8/12/2015 10:51,8/12/2015 11:30
8/12/2015 11:00,8/12/2015 11:16
8/12/2015 11:08,8/12/2015 11:17
8/12/2015 11:09,8/12/2015 11:28
8/12/2015 11:13,8/12/2015 11:23
8/12/2015 11:16,8/12/2015 11:50
8/12/2015 11:21,8/12/2015 11:52
8/12/2015 11:25,8/12/2015 11:34
8/12/2015 11:26,8/12/2015 11:35
8/12/2015 11:35,8/12/2015 12:33
8/12/2015 11:35,8/12/2015 12:29
8/12/2015 11:39,8/12/2015 11:44
8/12/2015 11:39,8/12/2015 12:34
8/12/2015 11:41,8/12/2015 11:56
8/12/2015 11:41,8/12/2015 11:58
8/12/2015 11:41,8/12/2015 13:12
8/12/2015 11:41,8/12/2015 11:58
8/12/2015 11:42,8/12/2015 11:59
8/12/2015 11:46,8/12/2015 11:53
8/12/2015 11:51,8/12/2015 12:49
8/12/2015 11:59,8/12/2015 12:08
8/12/2015 12:03,8/12/2015 12:10
8/12/2015 12:05,8/12/2015 12:23
8/12/2015 12:05,8/12/2015 12:23
8/12/2015 12:06,8/12/2015 12:34
8/12/2015 12:08,8/12/2015 13:24
8/12/2015 12:09,8/12/2015 12:51
8/12/2015 12:13,8/12/2015 12:24
8/12/2015 12:14,8/12/2015 13:49
8/12/2015 12:15,8/12/2015 12:22
8/12/2015 12:17,8/12/2015 12:35
8/12/2015 12:18,8/12/2015 13:48
8/12/2015 12:18,8/13/2015 13:02
8/12/2015 12:20,8/12/2015 12:29
8/12/2015 12:24,8/12/2015 13:06
8/12/2015 12:26,8/12/2015 12:31
8/12/2015 12:30,8/12/2015 12:35
8/12/2015 12:33,8/12/2015 13:01
8/12/2015 12:33,8/12/2015 13:34
8/12/2015 12:34,8/12/2015 13:21
8/12/2015 12:39,8/12/2015 13:31
8/12/2015 12:40,8/12/2015 13:44
8/12/2015 12:40,8/12/2015 13:32
8/12/2015 12:42,8/12/2015 13:45
8/12/2015 12:42,8/12/2015 12:59
8/12/2015 12:42,8/12/2015 13:41
8/12/2015 12:43,8/12/2015 13:54
8/12/2015 12:48,8/12/2015 13:04
8/12/2015 12:49,8/13/2015 13:30
8/12/2015 12:49,8/12/2015 13:12
8/12/2015 12:52,8/12/2015 13:04
8/12/2015 12:53,8/12/2015 13:08
8/12/2015 12:55,8/12/2015 13:40
8/12/2015 12:56,8/12/2015 13:14
8/12/2015 12:56,8/12/2015 13:12
8/12/2015 12:56,8/12/2015 13:27
8/12/2015 12:57,8/12/2015 13:12
8/12/2015 12:57,8/12/2015 13:12
8/12/2015 12:59,8/12/2015 13:08
8/12/2015 13:01,8/12/2015 13:24
8/12/2015 13:02,8/12/2015 13:29
8/12/2015 13:02,8/12/2015 13:43
8/12/2015 13:02,8/12/2015 13:29
8/12/2015 13:02,8/12/2015 13:29
8/12/2015 13:13,8/12/2015 13:31
8/12/2015 13:15,8/12/2015 13:28
8/12/2015 13:19,8/12/2015 13:46
8/12/2015 13:20,8/12/2015 13:57
8/12/2015 13:23,8/12/2015 15:12
8/12/2015 13:24,8/12/2015 13:33
8/12/2015 13:29,8/12/2015 19:11
8/12/2015 13:33,8/12/2015 13:55
8/12/2015 13:35,8/12/2015 14:33
8/12/2015 13:37,8/12/2015 13:58
8/12/2015 13:40,8/12/2015 13:53
8/12/2015 13:40,8/12/2015 13:57
8/12/2015 13:42,8/12/2015 14:22
8/12/2015 13:44,8/12/2015 14:08
8/12/2015 13:45,8/12/2015 13:58
8/12/2015 13:45,8/12/2015 14:38
8/12/2015 13:54,8/12/2015 14:18
8/12/2015 14:04,8/12/2015 14:59
8/12/2015 14:05,8/12/2015 14:13
8/12/2015 14:08,8/12/2015 14:36
8/12/2015 14:09,8/12/2015 14:27
8/12/2015 14:16,8/12/2015 15:16
8/12/2015 14:19,8/12/2015 14:37
8/12/2015 14:25,8/12/2015 14:40
8/12/2015 14:28,8/12/2015 15:26
8/12/2015 14:35,8/12/2015 15:13
8/12/2015 14:37,8/12/2015 15:06
8/12/2015 14:45,8/12/2015 16:35
8/12/2015 14:53,8/12/2015 15:20
8/12/2015 14:57,8/12/2015 17:57
8/12/2015 14:59,8/12/2015 17:59
8/12/2015 15:00,8/12/2015 17:59
8/12/2015 15:00,8/12/2015 17:58
8/12/2015 15:01,8/12/2015 16:17
8/12/2015 15:01,8/12/2015 16:17
8/12/2015 15:04,8/12/2015 15:23
8/12/2015 15:08,8/12/2015 15:33
8/12/2015 15:09,8/12/2015 15:17
8/12/2015 15:10,8/12/2015 15:28
8/12/2015 15:10,8/12/2015 15:34
8/12/2015 15:12,8/12/2015 15:42
8/12/2015 15:15,8/12/2015 15:36
8/12/2015 15:16,8/12/2015 15:58
8/12/2015 15:16,8/12/2015 15:58
8/12/2015 15:22,8/12/2015 15:37
8/12/2015 15:25,8/12/2015 16:53
8/12/2015 15:32,8/12/2015 15:41
8/12/2015 15:51,8/12/2015 16:06
8/12/2015 15:58,8/12/2015 17:06
8/12/2015 16:01,8/12/2015 17:03
8/12/2015 16:02,8/12/2015 16:23
8/12/2015 16:06,8/12/2015 16:46
8/12/2015 16:08,8/12/2015 16:19
8/12/2015 16:13,8/12/2015 17:31
8/12/2015 16:14,8/12/2015 16:44
8/12/2015 16:14,8/12/2015 16:18
8/12/2015 16:17,8/12/2015 16:39
8/12/2015 16:18,8/12/2015 16:43
8/12/2015 16:19,8/12/2015 17:31
8/12/2015 16:20,8/12/2015 16:39
8/12/2015 16:21,8/12/2015 16:40
8/12/2015 16:22,8/12/2015 16:24
8/12/2015 16:22,8/12/2015 16:33
8/12/2015 16:23,8/12/2015 16:53
8/12/2015 16:23,8/13/2015 14:50
8/12/2015 16:25,8/12/2015 16:42
8/12/2015 16:25,8/12/2015 16:46
8/12/2015 16:26,8/12/2015 16:51
8/12/2015 16:27,8/12/2015 16:43
8/12/2015 16:28,8/12/2015 16:40
8/12/2015 16:29,8/12/2015 16:48
8/12/2015 16:34,8/12/2015 16:44
8/12/2015 16:35,8/12/2015 16:51
8/12/2015 16:38,8/12/2015 16:48
8/12/2015 16:42,8/12/2015 17:06
8/12/2015 16:44,8/12/2015 17:04
8/12/2015 16:47,8/12/2015 17:06
8/12/2015 16:48,8/12/2015 17:02
8/12/2015 16:54,8/12/2015 20:23
8/12/2015 16:55,8/12/2015 20:21
8/12/2015 16:59,8/12/2015 17:06
8/12/2015 16:59,8/12/2015 17:46
8/12/2015 16:59,8/12/2015 17:17
8/12/2015 17:02,8/12/2015 17:14
8/12/2015 17:02,8/12/2015 17:12
8/12/2015 17:05,8/12/2015 17:33
8/12/2015 17:06,8/12/2015 17:11
8/12/2015 17:07,8/12/2015 17:33
8/12/2015 17:08,8/12/2015 17:45
8/12/2015 17:08,8/12/2015 17:29
8/12/2015 17:08,8/12/2015 17:31
8/12/2015 17:10,8/12/2015 18:49
8/12/2015 17:11,8/12/2015 18:49
8/12/2015 17:14,8/12/2015 17:51
8/12/2015 17:17,8/12/2015 18:08
8/12/2015 17:18,8/12/2015 18:08
8/12/2015 17:20,8/12/2015 17:28
8/12/2015 17:21,8/12/2015 17:40
8/12/2015 17:22,8/12/2015 17:38
8/12/2015 17:23,8/12/2015 17:39
8/12/2015 17:25,8/12/2015 17:58
8/12/2015 17:28,8/12/2015 17:54
8/12/2015 17:32,8/12/2015 18:04
8/12/2015 17:33,8/12/2015 17:44
8/12/2015 17:36,8/12/2015 21:02
8/12/2015 17:40,8/12/2015 19:32
8/12/2015 17:42,8/12/2015 18:06
8/12/2015 17:42,8/12/2015 17:54
8/12/2015 17:43,8/12/2015 18:26
8/12/2015 17:44,8/12/2015 17:55
8/12/2015 17:47,8/12/2015 19:10
8/12/2015 17:47,8/12/2015 19:09
8/12/2015 17:51,8/12/2015 18:04
8/12/2015 17:55,8/12/2015 18:03
8/12/2015 18:03,8/12/2015 18:25
8/12/2015 18:03,8/12/2015 18:10
8/12/2015 18:03,8/12/2015 18:17
8/12/2015 18:04,8/12/2015 18:16
8/12/2015 18:06,8/12/2015 18:19
8/12/2015 18:06,8/12/2015 18:16
8/12/2015 18:06,8/12/2015 18:13
8/12/2015 18:07,8/12/2015 18:16
8/12/2015 18:08,8/12/2015 18:32
8/12/2015 18:10,8/12/2015 18:32
8/12/2015 18:10,8/12/2015 18:27
8/12/2015 18:10,8/12/2015 18:34
8/12/2015 18:11,8/12/2015 18:32
8/12/2015 18:16,8/12/2015 18:33
8/12/2015 18:17,8/12/2015 18:37
8/12/2015 18:18,8/12/2015 18:29
8/12/2015 18:18,8/12/2015 18:38
8/12/2015 18:21,8/12/2015 19:29
8/12/2015 18:22,8/12/2015 19:29
8/12/2015 18:24,8/12/2015 18:40
8/12/2015 18:24,8/12/2015 18:35
8/12/2015 18:28,8/12/2015 20:04
8/12/2015 18:28,8/12/2015 18:42
8/12/2015 18:29,8/12/2015 20:03
8/12/2015 18:31,8/12/2015 18:41
8/12/2015 18:35,8/12/2015 19:03
8/12/2015 18:36,8/12/2015 19:02
8/12/2015 18:38,8/12/2015 19:01
8/12/2015 18:38,8/12/2015 18:59
8/12/2015 18:39,8/12/2015 18:59
8/12/2015 18:42,8/12/2015 19:04
8/12/2015 18:43,8/12/2015 19:12
8/12/2015 18:44,8/12/2015 19:17
8/12/2015 18:45,8/12/2015 21:02
8/12/2015 18:46,8/12/2015 19:18
8/12/2015 18:46,8/12/2015 19:44
8/12/2015 18:50,8/12/2015 19:06
8/12/2015 18:50,8/12/2015 18:58
8/12/2015 18:54,8/12/2015 18:56
8/12/2015 18:55,8/12/2015 19:18
8/12/2015 18:55,8/12/2015 19:17
8/12/2015 18:59,8/12/2015 19:11
8/12/2015 19:00,8/12/2015 19:13
8/12/2015 19:03,8/12/2015 20:23
8/12/2015 19:04,8/12/2015 19:19
8/12/2015 19:06,8/12/2015 21:41
8/12/2015 19:06,8/12/2015 21:41
8/12/2015 19:07,8/13/2015 17:27
8/12/2015 19:09,8/12/2015 20:17
8/12/2015 19:10,8/12/2015 19:18
8/12/2015 19:10,8/12/2015 19:19
8/12/2015 19:13,8/12/2015 20:09
8/12/2015 19:13,8/12/2015 20:10
8/12/2015 19:15,8/12/2015 19:25
8/12/2015 19:17,8/12/2015 19:26
8/12/2015 19:21,8/12/2015 19:33
8/12/2015 19:21,8/12/2015 19:39
8/12/2015 19:24,8/12/2015 19:51
8/12/2015 19:25,8/12/2015 19:49
8/12/2015 19:25,8/12/2015 19:50
8/12/2015 19:27,8/12/2015 19:34
8/12/2015 19:27,8/12/2015 20:14
8/12/2015 19:28,8/12/2015 19:59
8/12/2015 19:28,8/12/2015 20:17
8/12/2015 19:29,8/12/2015 19:59
8/12/2015 19:31,8/12/2015 19:45
8/12/2015 19:31,8/12/2015 20:21
8/12/2015 19:31,8/12/2015 19:38
8/12/2015 19:32,8/12/2015 20:20
8/12/2015 19:34,8/12/2015 19:42
8/12/2015 19:34,8/12/2015 19:42
8/12/2015 19:35,8/12/2015 19:43
8/12/2015 19:37,8/12/2015 20:16
8/12/2015 19:39,8/12/2015 19:57
8/12/2015 19:43,8/12/2015 19:57
8/12/2015 19:44,8/12/2015 19:55
8/12/2015 19:44,8/12/2015 20:15
8/12/2015 19:45,8/12/2015 20:05
8/12/2015 19:45,8/12/2015 19:50
8/12/2015 19:46,8/12/2015 20:21
8/12/2015 19:47,8/12/2015 20:06
8/12/2015 19:53,8/12/2015 20:15
8/12/2015 19:53,8/12/2015 20:09
8/12/2015 19:54,8/13/2015 18:12
8/12/2015 19:57,8/12/2015 20:27
8/12/2015 19:58,8/12/2015 20:13
8/12/2015 20:02,8/12/2015 20:32
8/12/2015 20:04,8/12/2015 21:07
8/12/2015 20:05,8/12/2015 20:56
8/12/2015 20:05,8/12/2015 20:40
8/12/2015 20:05,8/12/2015 20:26
8/12/2015 20:05,8/12/2015 20:34
8/12/2015 20:06,8/12/2015 21:02
8/12/2015 20:07,8/12/2015 20:14
8/12/2015 20:09,8/12/2015 20:26
8/12/2015 20:13,8/12/2015 20:35
8/12/2015 20:13,8/12/2015 21:06
8/12/2015 20:14,8/12/2015 20:34
8/12/2015 20:14,8/12/2015 20:37
8/12/2015 20:16,8/12/2015 20:29
8/12/2015 20:16,8/12/2015 20:30
8/12/2015 20:16,8/12/2015 20:38
8/12/2015 20:22,8/12/2015 20:27
8/12/2015 20:22,8/12/2015 20:27
8/12/2015 20:26,8/12/2015 21:00
8/12/2015 20:32,8/12/2015 20:44
8/12/2015 20:33,8/12/2015 20:40
8/12/2015 20:54,8/12/2015 22:14
8/12/2015 21:09,8/12/2015 21:12
8/12/2015 21:11,8/12/2015 21:22
8/12/2015 21:11,8/12/2015 21:23
8/12/2015 21:14,8/12/2015 21:19
8/12/2015 21:19,8/12/2015 22:14
8/12/2015 21:27,8/12/2015 21:46
8/12/2015 21:33,8/12/2015 21:38
8/12/2015 21:37,8/12/2015 21:49
8/12/2015 21:38,8/12/2015 21:50
8/12/2015 21:46,8/12/2015 22:39
8/12/2015 21:46,8/12/2015 22:39
8/12/2015 22:12,8/12/2015 22:38
8/12/2015 22:24,8/12/2015 22:46
8/12/2015 22:28,8/12/2015 22:51
8/12/2015 22:28,8/12/2015 22:45
8/12/2015 22:32,8/12/2015 22:45
8/12/2015 22:36,8/12/2015 22:50
8/12/2015 22:36,8/12/2015 22:57
8/12/2015 22:37,8/12/2015 22:49
8/12/2015 22:38,8/12/2015 23:37
8/12/2015 22:38,8/12/2015 23:35
8/12/2015 22:48,8/12/2015 22:58
8/12/2015 22:48,8/12/2015 22:58
8/12/2015 23:01,8/12/2015 23:09
8/12/2015 23:08,8/12/2015 23:37
8/12/2015 23:08,8/12/2015 23:36
8/12/2015 23:27,8/12/2015 23:52
8/12/2015 23:40,8/13/2015 6:50
8/12/2015 23:47,8/13/2015 0:19
8/12/2015 23:47,8/13/2015 0:19
8/13/2015 0:05,8/13/2015 2:11
8/13/2015 0:06,8/13/2015 2:11
8/13/2015 0:06,8/13/2015 2:13
8/13/2015 0:07,8/13/2015 2:18
8/13/2015 0:14,8/13/2015 0:20
8/13/2015 0:19,8/13/2015 0:34
8/13/2015 0:19,8/13/2015 0:28
8/13/2015 0:32,8/13/2015 0:43
8/13/2015 0:33,8/13/2015 0:41
8/13/2015 0:54,8/13/2015 2:08
8/13/2015 0:56,8/13/2015 2:08
8/13/2015 1:30,8/13/2015 12:00
8/13/2015 5:09,8/13/2015 5:52
8/13/2015 5:11,8/13/2015 5:27
8/13/2015 5:33,8/13/2015 5:50
8/13/2015 5:38,8/13/2015 6:23
8/13/2015 6:17,8/13/2015 6:26
8/13/2015 6:36,8/13/2015 6:51
8/13/2015 6:49,8/13/2015 7:10
8/13/2015 7:00,8/13/2015 7:18
8/13/2015 7:07,8/13/2015 7:31
8/13/2015 7:16,8/13/2015 7:26
8/13/2015 7:17,8/13/2015 7:28
8/13/2015 7:20,8/13/2015 7:31
8/13/2015 7:27,8/13/2015 7:48
8/13/2015 7:30,8/13/2015 7:40
8/13/2015 7:39,8/13/2015 7:43
8/13/2015 7:43,8/13/2015 7:58
8/13/2015 7:44,8/13/2015 7:56
8/13/2015 7:46,8/13/2015 7:59
8/13/2015 7:56,8/13/2015 10:26
8/13/2015 8:00,8/13/2015 12:20
8/13/2015 8:07,8/13/2015 8:37
8/13/2015 8:08,8/13/2015 8:26
8/13/2015 8:10,8/13/2015 8:20
8/13/2015 8:11,8/13/2015 8:18
8/13/2015 8:12,8/13/2015 8:31
8/13/2015 8:16,8/13/2015 8:41
8/13/2015 8:20,8/13/2015 8:31
8/13/2015 8:21,8/13/2015 8:33
8/13/2015 8:22,8/13/2015 8:31
8/13/2015 8:24,8/13/2015 9:06
8/13/2015 8:25,8/13/2015 8:27
8/13/2015 8:27,8/13/2015 8:44
8/13/2015 8:29,8/13/2015 8:39
8/13/2015 8:34,8/13/2015 13:46
8/13/2015 8:36,8/13/2015 8:52
8/13/2015 8:36,8/13/2015 8:45
8/13/2015 8:37,8/13/2015 8:48
8/13/2015 8:43,8/13/2015 9:00
8/13/2015 8:43,8/13/2015 8:45
8/13/2015 8:48,8/13/2015 9:02
8/13/2015 8:48,8/13/2015 9:02
8/13/2015 8:49,8/13/2015 9:07
8/13/2015 8:58,8/13/2015 9:12
8/13/2015 8:58,8/13/2015 9:08
8/13/2015 9:15,8/13/2015 10:06
8/13/2015 9:16,8/13/2015 9:25
8/13/2015 9:19,8/13/2015 9:26
8/13/2015 9:22,8/13/2015 9:49
8/13/2015 9:26,8/13/2015 9:34
8/13/2015 9:28,8/13/2015 10:15
8/13/2015 9:30,8/13/2015 9:33
8/13/2015 9:33,8/13/2015 10:00
8/13/2015 9:34,8/13/2015 10:30
